,id,Hardness
298,10705,6.0
299,10706,6.0
300,10707,8.0
301,10708,2.5
302,10709,2.3
303,10710,6.0
304,10711,3.8
305,10712,6.0
306,10713,2.3
307,10714,1.5
308,10715,5.8
309,10716,5.0
310,10717,5.0
311,10718,5.0
312,10719,1.8
313,10720,5.5
314,10721,6.0
315,10722,2.5
316,10723,2.5
317,10724,6.3
318,10725,1.5
319,10726,3.0
320,10727,2.0
321,10728,2.5
322,10729,7.8
323,10730,6.0
324,10731,6.0
325,10732,3.5
326,10733,2.0
327,10734,6.0
328,10735,6.0
329,10736,6.0
330,10737,6.8
331,10738,6.3
332,10739,1.8
333,10740,2.5
334,10741,6.0
335,10742,6.5
336,10743,2.5
337,10744,2.5
338,10745,3.5
339,10746,3.8
340,10747,2.5
341,10748,7.5
342,10749,3.5
343,10750,6.5
344,10751,5.5
345,10752,3.2
346,10753,4.0
347,10754,2.3
348,10755,6.5
349,10756,3.8
350,10757,1.5
351,10758,3.7999999999999994
352,10759,2.8
353,10760,6.0
354,10761,6.8
355,10762,1.8
356,10763,6.5
357,10764,4.0
358,10765,5.3
359,10766,6.5
360,10767,6.5
361,10768,6.0
362,10769,6.3
363,10770,6.5
364,10771,2.0
365,10772,3.8
366,10773,2.5
367,10774,5.5
368,10775,6.8
369,10776,4.0
370,10777,1.5
371,10778,2.0
372,10779,5.5
373,10780,1.5
374,10781,10.0
375,10782,3.5
376,10783,2.5
377,10784,4.0
378,10785,4.0
379,10786,5.8
380,10787,5.5
381,10788,5.5
382,10789,6.8
383,10790,3.3
384,10791,4.0
385,10792,5.5
386,10793,2.8
387,10794,5.5
388,10795,5.5
389,10796,2.0
390,10797,6.5
391,10798,7.0
392,10799,4.3
393,10800,2.5
394,10801,6.0
395,10802,6.8
396,10803,2.8
397,10804,2.0
398,10805,2.0
399,10806,10.0
400,10807,6.0
401,10808,3.0
402,10809,2.3
403,10810,5.0
404,10811,10.0
405,10812,5.3
406,10813,6.5
407,10814,2.8
408,10815,3.8
409,10816,4.3
410,10817,6.0
411,10818,5.5
412,10819,2.5
413,10820,5.5
414,10821,1.5
415,10822,3.0
416,10823,6.0
417,10824,6.5
418,10825,5.5
419,10826,3.8
420,10827,5.5
421,10828,6.5
422,10829,10.0
423,10830,5.5
424,10831,6.5
425,10832,10.0
426,10833,6.8
427,10834,5.5
428,10835,5.5
429,10836,4.0
430,10837,5.5
431,10838,2.5
432,10839,1.5
433,10840,5.5
434,10841,3.8
435,10842,7.8
436,10843,6.0
437,10844,2.8
438,10845,2.5
439,10846,2.5
440,10847,10.0
441,10848,3.5
442,10849,6.3
443,10850,5.5
444,10851,1.8
445,10852,6.0
446,10853,3.0
447,10854,6.8
448,10855,5.0
449,10856,3.5
450,10857,5.5
451,10858,6.5
452,10859,6.0
453,10860,6.8
454,10861,5.5
455,10862,5.0
456,10863,4.8
457,10864,6.8
458,10865,6.5
459,10866,5.8
460,10867,1.5
461,10868,10.0
462,10869,5.5
463,10870,10.0
464,10871,5.5
465,10872,3.0
466,10873,3.3
467,10874,10.0
468,10875,4.0
469,10876,2.0
470,10877,6.0
471,10878,10.0
472,10879,6.0
473,10880,3.8
474,10881,9.5
475,10882,5.8
476,10883,2.3
477,10884,2.0
478,10885,6.0
479,10886,2.3
480,10887,3.5
481,10888,5.8
482,10889,6.0
483,10890,3.5
484,10891,2.3
485,10892,6.5
486,10893,1.5
487,10894,5.8
488,10895,6.0
489,10896,2.8000000000000003
490,10897,5.8
491,10898,10.0
492,10899,2.5
493,10900,10.0
494,10901,6.0
495,10902,6.0
496,10903,2.5
497,10904,5.0
498,10905,6.0
499,10906,3.8
500,10907,2.5
501,10908,6.3
502,10909,2.3
503,10910,2.0
504,10911,6.5
505,10912,5.5
506,10913,3.8
507,10914,10.0
508,10915,4.8
509,10916,5.8
510,10917,10.0
511,10918,5.5
512,10919,6.8
513,10920,5.5
514,10921,5.0
515,10922,3.8
516,10923,1.5
517,10924,6.0
518,10925,4.3
519,10926,6.5
520,10927,6.0
521,10928,2.0
522,10929,5.5
523,10930,6.0
524,10931,3.5
525,10932,6.0
526,10933,6.0
527,10934,6.5
528,10935,5.3
529,10936,3.8
530,10937,4.0
531,10938,3.0
532,10939,5.0
533,10940,5.5
534,10941,5.0
535,10942,6.0
536,10943,6.8
537,10944,3.5
538,10945,6.0
539,10946,5.5
540,10947,10.0
541,10948,4.3
542,10949,3.8
543,10950,2.5
544,10951,5.0
545,10952,6.8
546,10953,3.8000000000000003
547,10954,6.0
548,10955,10.0
549,10956,5.5
550,10957,1.5
551,10958,10.0
552,10959,6.5
553,10960,1.8
554,10961,1.5
555,10962,5.8
556,10963,3.0
557,10964,3.5
558,10965,4.3
559,10966,2.8
560,10967,6.0
561,10968,5.8
562,10969,3.8
563,10970,10.0
564,10971,5.5
565,10972,2.3000000000000003
566,10973,5.5
567,10974,5.8
568,10975,3.0
569,10976,2.1
570,10977,2.0
571,10978,6.3
572,10979,3.0
573,10980,10.0
574,10981,6.5
575,10982,5.0
576,10983,3.8
577,10984,6.0
578,10985,4.5
579,10986,6.0
580,10987,5.5
581,10988,5.0
582,10989,3.2
583,10990,1.8000000000000005
584,10991,3.8000000000000003
585,10992,6.0
586,10993,3.8
587,10994,5.0
588,10995,2.5
589,10996,6.0
590,10997,5.8
591,10998,5.5
592,10999,1.5
593,11000,10.0
594,11001,6.3
595,11002,3.8
596,11003,3.5
597,11004,6.0
598,11005,4.8
599,11006,4.3
600,11007,6.0
601,11008,6.0
602,11009,10.0
603,11010,5.5
604,11011,7.8
605,11012,5.5
606,11013,6.0
607,11014,7.8
608,11015,6.8
609,11016,6.0
610,11017,2.0
611,11018,2.5
612,11019,3.8000000000000003
613,11020,5.5
614,11021,10.0
615,11022,7.0
616,11023,6.8
617,11024,6.5
618,11025,2.5
619,11026,2.5
620,11027,4.0
621,11028,5.5
622,11029,1.8
623,11030,2.8
624,11031,6.0
625,11032,4.5
626,11033,3.0
627,11034,6.0
628,11035,6.8
629,11036,3.8
630,11037,4.0
631,11038,5.5
632,11039,6.0
633,11040,5.8
634,11041,6.0
635,11042,2.5
636,11043,3.5
637,11044,2.5
638,11045,3.3
639,11046,1.8
640,11047,2.3000000000000003
641,11048,5.5
642,11049,6.8
643,11050,4.0
644,11051,6.0
645,11052,2.5
646,11053,5.3
647,11054,5.8
648,11055,6.0
649,11056,6.8
650,11057,5.5
651,11058,5.8
652,11059,7.8
653,11060,3.8
654,11061,5.5
655,11062,3.8
656,11063,10.0
657,11064,2.5
658,11065,6.0
659,11066,4.0
660,11067,1.5
661,11068,5.5
662,11069,6.0
663,11070,5.5
664,11071,5.5
665,11072,4.3
666,11073,6.0
667,11074,7.8
668,11075,2.0
669,11076,3.8
670,11077,6.0
671,11078,3.7999999999999994
672,11079,5.5
673,11080,3.5
674,11081,6.0
675,11082,5.5
676,11083,5.8
677,11084,6.5
678,11085,3.5
679,11086,1.5
680,11087,6.0
681,11088,2.0
682,11089,6.0
683,11090,6.3
684,11091,7.8
685,11092,4.8
686,11093,5.5
687,11094,3.8
688,11095,3.5
689,11096,6.0
690,11097,2.3
691,11098,6.5
692,11099,6.0
693,11100,10.0
694,11101,6.0
695,11102,10.0
696,11103,4.0
697,11104,6.8
698,11105,6.0
699,11106,6.5
700,11107,3.8
701,11108,3.5
702,11109,5.5
703,11110,6.0
704,11111,2.5
705,11112,5.0
706,11113,5.5
707,11114,5.0
708,11115,5.5
709,11116,4.3
710,11117,6.0
711,11118,6.0
712,11119,6.0
713,11120,3.0
714,11121,6.0
715,11122,6.0
716,11123,5.0
717,11124,3.8
718,11125,5.0
719,11126,3.8000000000000003
720,11127,7.0
721,11128,10.0
722,11129,6.5
723,11130,1.5
724,11131,2.5
725,11132,2.0
726,11133,10.0
727,11134,5.5
728,11135,6.0
729,11136,5.3
730,11137,7.0
731,11138,6.0
732,11139,6.0
733,11140,5.5
734,11141,6.0
735,11142,6.0
736,11143,7.5
737,11144,1.8
738,11145,6.3
739,11146,5.8
740,11147,3.8
741,11148,2.3
742,11149,2.8
743,11150,6.8
744,11151,4.0
745,11152,3.3
746,11153,5.5
747,11154,2.0
748,11155,7.8
749,11156,3.8
750,11157,4.0
751,11158,1.5
752,11159,5.8
753,11160,2.5
754,11161,6.0
755,11162,5.5
756,11163,5.5
757,11164,5.5
758,11165,1.8
759,11166,2.0
760,11167,3.5
761,11168,5.5
762,11169,10.0
763,11170,10.0
764,11171,4.3
765,11172,5.5
766,11173,6.0
767,11174,6.3
768,11175,10.0
769,11176,4.8
770,11177,2.0
771,11178,1.5
772,11179,5.3
773,11180,5.8
774,11181,6.8
775,11182,6.5
776,11183,6.5
777,11184,10.0
778,11185,5.0
779,11186,6.0
780,11187,2.3
781,11188,6.0
782,11189,4.0
783,11190,6.5
784,11191,3.3
785,11192,2.8
786,11193,4.0
787,11194,2.8
788,11195,4.0
789,11196,5.5
790,11197,6.0
791,11198,3.5
792,11199,3.3
793,11200,4.0
794,11201,2.0
795,11202,2.5
796,11203,3.0
797,11204,4.3
798,11205,10.0
799,11206,3.7999999999999994
800,11207,6.5
801,11208,6.0
802,11209,5.5
803,11210,6.5
804,11211,5.5
805,11212,1.5
806,11213,2.5
807,11214,3.0
808,11215,6.0
809,11216,5.5
810,11217,5.5
811,11218,6.0
812,11219,2.5
813,11220,2.5
814,11221,3.8000000000000003
815,11222,3.8
816,11223,5.0
817,11224,2.8
818,11225,3.8
819,11226,6.3
820,11227,7.5
821,11228,5.5
822,11229,2.8
823,11230,6.5
824,11231,6.0
825,11232,2.5
826,11233,5.0
827,11234,2.5
828,11235,3.5
829,11236,1.5
830,11237,5.8
831,11238,2.5
832,11239,6.0
833,11240,6.5
834,11241,6.0
835,11242,5.8
836,11243,5.5
837,11244,6.8
838,11245,2.0
839,11246,3.8
840,11247,2.5
841,11248,6.0
842,11249,2.5
843,11250,3.8
844,11251,6.0
845,11252,7.8
846,11253,6.0
847,11254,4.0
848,11255,6.0
849,11256,6.3
850,11257,7.8
851,11258,3.3
852,11259,7.8
853,11260,3.8000000000000003
854,11261,6.0
855,11262,5.8
856,11263,6.0
857,11264,7.5
858,11265,6.5
859,11266,6.0
860,11267,1.5
861,11268,1.5
862,11269,2.8
863,11270,10.0
864,11271,6.0
865,11272,5.8
866,11273,1.8
867,11274,2.0
868,11275,10.0
869,11276,2.3
870,11277,3.8
871,11278,2.3
872,11279,2.5
873,11280,3.8
874,11281,6.3
875,11282,10.0
876,11283,4.8
877,11284,2.5
878,11285,2.0
879,11286,5.8
880,11287,6.5
881,11288,5.5
882,11289,2.0
883,11290,9.0
884,11291,2.5
885,11292,3.8
886,11293,6.5
887,11294,6.5
888,11295,6.0
889,11296,6.5
890,11297,6.0
891,11298,5.5
892,11299,2.0
893,11300,1.8
894,11301,2.0
895,11302,4.3
896,11303,6.0
897,11304,5.0
898,11305,6.0
899,11306,6.0
900,11307,6.8
901,11308,7.5
902,11309,2.8
903,11310,5.0
904,11311,6.3
905,11312,3.5
906,11313,6.0
907,11314,3.5
908,11315,5.0
909,11316,3.8
910,11317,6.0
911,11318,2.5
912,11319,2.5
913,11320,6.3
914,11321,6.0
915,11322,6.5
916,11323,4.0
917,11324,2.0
918,11325,4.0
919,11326,10.0
920,11327,2.0
921,11328,2.5
922,11329,1.8
923,11330,10.0
924,11331,5.5
925,11332,5.8
926,11333,6.0
927,11334,5.5
928,11335,5.0
929,11336,5.5
930,11337,5.5
931,11338,3.8
932,11339,6.0
933,11340,5.5
934,11341,6.5
935,11342,6.0
936,11343,5.5
937,11344,5.5
938,11345,2.8
939,11346,6.0
940,11347,6.0
941,11348,9.0
942,11349,2.5
943,11350,5.5
944,11351,5.8
945,11352,3.5
946,11353,2.5
947,11354,3.5
948,11355,2.8
949,11356,5.0
950,11357,5.5
951,11358,5.5
952,11359,7.5
953,11360,3.3
954,11361,10.0
955,11362,10.0
956,11363,5.5
957,11364,2.5
958,11365,2.0
959,11366,6.8
960,11367,2.0
961,11368,2.8
962,11369,2.3
963,11370,2.0
964,11371,1.8
965,11372,10.0
966,11373,10.0
967,11374,5.0
968,11375,2.8000000000000003
969,11376,6.2
970,11377,6.8
971,11378,6.5
972,11379,10.0
973,11380,10.0
974,11381,6.0
975,11382,3.5
976,11383,3.0
977,11384,6.0
978,11385,5.5
979,11386,4.3
980,11387,3.5
981,11388,5.0
982,11389,6.8
983,11390,2.3
984,11391,3.8
985,11392,3.5
986,11393,6.8
987,11394,6.8
988,11395,4.0
989,11396,3.5
990,11397,5.8
991,11398,6.0
992,11399,10.0
993,11400,10.0
994,11401,7.5
995,11402,4.3
996,11403,6.0
997,11404,7.8
998,11405,2.0
999,11406,5.0
1000,11407,9.5
1001,11408,5.5
1002,11409,2.5
1003,11410,3.8
1004,11411,1.8
1005,11412,5.0
1006,11413,3.8
1007,11414,7.8
1008,11415,6.0
1009,11416,2.0
1010,11417,6.0
1011,11418,6.8
1012,11419,10.0
1013,11420,10.0
1014,11421,5.0
1015,11422,5.3
1016,11423,2.5
1017,11424,2.5
1018,11425,2.5
1019,11426,6.0
1020,11427,5.5
1021,11428,2.0
1022,11429,5.5
1023,11430,5.3
1024,11431,2.5
1025,11432,5.5
1026,11433,3.8
1027,11434,1.8
1028,11435,6.3
1029,11436,2.5
1030,11437,5.8
1031,11438,10.0
1032,11439,5.5
1033,11440,2.0
1034,11441,1.8
1035,11442,5.8
1036,11443,2.0
1037,11444,6.0
1038,11445,3.8
1039,11446,4.8
1040,11447,4.3
1041,11448,2.0
1042,11449,6.8
1043,11450,6.8
1044,11451,5.0
1045,11452,4.0
1046,11453,5.0
1047,11454,3.0
1048,11455,5.8
1049,11456,2.0
1050,11457,2.5
1051,11458,6.3
1052,11459,1.8
1053,11460,3.7999999999999994
1054,11461,2.8000000000000003
1055,11462,6.0
1056,11463,5.3
1057,11464,6.0
1058,11465,10.0
1059,11466,5.5
1060,11467,6.5
1061,11468,5.5
1062,11469,5.8
1063,11470,1.8
1064,11471,2.8
1065,11472,9.5
1066,11473,6.8
1067,11474,5.5
1068,11475,10.0
1069,11476,5.3
1070,11477,2.3
1071,11478,5.8
1072,11479,6.0
1073,11480,6.5
1074,11481,6.0
1075,11482,1.5
1076,11483,6.5
1077,11484,2.5
1078,11485,2.0
1079,11486,6.0
1080,11487,6.5
1081,11488,5.0
1082,11489,2.5
1083,11490,3.0
1084,11491,10.0
1085,11492,1.8
1086,11493,1.5
1087,11494,5.8
1088,11495,7.0
1089,11496,1.5
1090,11497,7.5
1091,11498,10.0
1092,11499,2.5
1093,11500,6.0
1094,11501,4.0
1095,11502,10.0
1096,11503,6.0
1097,11504,5.5
1098,11505,3.8000000000000003
1099,11506,6.0
1100,11507,6.0
1101,11508,6.0
1102,11509,5.8
1103,11510,10.0
1104,11511,7.5
1105,11512,6.0
1106,11513,3.0
1107,11514,10.0
1108,11515,10.0
1109,11516,5.8
1110,11517,1.8
1111,11518,5.5
1112,11519,6.0
1113,11520,6.3
1114,11521,2.5
1115,11522,3.5
1116,11523,6.5
1117,11524,4.0
1118,11525,6.5
1119,11526,2.8
1120,11527,5.5
1121,11528,6.0
1122,11529,5.5
1123,11530,2.0
1124,11531,3.8
1125,11532,3.0
1126,11533,5.8
1127,11534,2.0
1128,11535,3.3
1129,11536,3.0
1130,11537,5.8
1131,11538,6.0
1132,11539,5.5
1133,11540,2.5
1134,11541,5.3
1135,11542,5.5
1136,11543,6.0
1137,11544,6.0
1138,11545,5.0
1139,11546,4.3
1140,11547,3.5
1141,11548,6.0
1142,11549,3.0
1143,11550,4.0
1144,11551,2.0
1145,11552,6.3
1146,11553,10.0
1147,11554,5.5
1148,11555,10.0
1149,11556,6.8
1150,11557,4.0
1151,11558,6.5
1152,11559,5.8
1153,11560,5.5
1154,11561,7.5
1155,11562,6.0
1156,11563,5.5
1157,11564,5.0
1158,11565,6.8
1159,11566,5.5
1160,11567,6.0
1161,11568,6.0
1162,11569,5.5
1163,11570,7.5
1164,11571,10.0
1165,11572,10.0
1166,11573,10.0
1167,11574,3.0
1168,11575,6.5
1169,11576,5.3
1170,11577,2.0
1171,11578,3.8
1172,11579,5.8
1173,11580,5.5
1174,11581,3.8
1175,11582,6.0
1176,11583,3.8000000000000003
1177,11584,7.5
1178,11585,2.5
1179,11586,7.0
1180,11587,4.0
1181,11588,2.3
1182,11589,5.5
1183,11590,7.0
1184,11591,6.5
1185,11592,6.5
1186,11593,5.5
1187,11594,5.8
1188,11595,6.5
1189,11596,10.0
1190,11597,6.0
1191,11598,6.3
1192,11599,2.5
1193,11600,3.0
1194,11601,2.5
1195,11602,10.0
1196,11603,6.0
1197,11604,2.5
1198,11605,4.3
1199,11606,6.5
1200,11607,10.0
1201,11608,6.8
1202,11609,2.5
1203,11610,5.3
1204,11611,5.0
1205,11612,5.8
1206,11613,7.5
1207,11614,3.8
1208,11615,6.0
1209,11616,3.8000000000000003
1210,11617,5.5
1211,11618,5.8
1212,11619,3.3
1213,11620,5.8
1214,11621,5.8
1215,11622,5.5
1216,11623,5.5
1217,11624,5.5
1218,11625,10.0
1219,11626,6.5
1220,11627,5.0
1221,11628,3.0
1222,11629,6.0
1223,11630,3.8
1224,11631,2.8
1225,11632,2.0
1226,11633,6.3
1227,11634,6.5
1228,11635,5.5
1229,11636,6.5
1230,11637,5.5
1231,11638,10.0
1232,11639,3.8
1233,11640,3.0
1234,11641,6.5
1235,11642,3.8
1236,11643,2.5
1237,11644,2.5
1238,11645,3.8000000000000003
1239,11646,10.0
1240,11647,5.0
1241,11648,3.8
1242,11649,5.3
1243,11650,6.8
1244,11651,10.0
1245,11652,5.5
1246,11653,5.8
1247,11654,6.3
1248,11655,3.8
1249,11656,3.8
1250,11657,6.0
1251,11658,6.0
1252,11659,2.8
1253,11660,10.0
1254,11661,6.8
1255,11662,6.0
1256,11663,6.5
1257,11664,2.0
1258,11665,3.0
1259,11666,6.0
1260,11667,4.5
1261,11668,3.8
1262,11669,6.0
1263,11670,6.0
1264,11671,6.0
1265,11672,5.0
1266,11673,5.0
1267,11674,2.0
1268,11675,2.8
1269,11676,2.8
1270,11677,6.0
1271,11678,6.0
1272,11679,2.8
1273,11680,6.0
1274,11681,5.0
1275,11682,2.5
1276,11683,4.0
1277,11684,4.8
1278,11685,6.5
1279,11686,3.8
1280,11687,5.5
1281,11688,3.8
1282,11689,2.5
1283,11690,8.1
1284,11691,2.5
1285,11692,2.5
1286,11693,2.5
1287,11694,10.0
1288,11695,2.5
1289,11696,5.5
1290,11697,4.0
1291,11698,2.3
1292,11699,2.5
1293,11700,5.5
1294,11701,4.0
1295,11702,10.0
1296,11703,6.5
1297,11704,5.5
1298,11705,10.0
1299,11706,5.5
1300,11707,5.5
1301,11708,10.0
1302,11709,2.5
1303,11710,6.5
1304,11711,2.8
1305,11712,6.0
1306,11713,3.8
1307,11714,6.3
1308,11715,2.8
1309,11716,2.8
1310,11717,6.0
1311,11718,2.3
1312,11719,3.5
1313,11720,6.64
1314,11721,9.0
1315,11722,3.8
1316,11723,2.5
1317,11724,6.0
1318,11725,6.0
1319,11726,2.0
1320,11727,5.5
1321,11728,5.5
1322,11729,6.0
1323,11730,3.8
1324,11731,2.0
1325,11732,6.0
1326,11733,6.0
1327,11734,3.0
1328,11735,5.5
1329,11736,5.5
1330,11737,4.8
1331,11738,10.0
1332,11739,6.3
1333,11740,6.0
1334,11741,3.8
1335,11742,3.5
1336,11743,6.0
1337,11744,2.0
1338,11745,4.3
1339,11746,6.0
1340,11747,6.0
1341,11748,4.0
1342,11749,4.0
1343,11750,1.5
1344,11751,10.0
1345,11752,6.8
1346,11753,5.5
1347,11754,6.0
1348,11755,5.5
1349,11756,2.0
1350,11757,6.3
1351,11758,6.0
1352,11759,5.8
1353,11760,6.5
1354,11761,6.0
1355,11762,10.0
1356,11763,4.0
1357,11764,5.0
1358,11765,5.0
1359,11766,6.0
1360,11767,3.8
1361,11768,6.3
1362,11769,2.5
1363,11770,10.0
1364,11771,7.3
1365,11772,5.8
1366,11773,1.5
1367,11774,5.3
1368,11775,5.5
1369,11776,5.8
1370,11777,4.3
1371,11778,2.0
1372,11779,6.0
1373,11780,3.8
1374,11781,2.5
1375,11782,3.0
1376,11783,6.8
1377,11784,5.8
1378,11785,4.3
1379,11786,5.5
1380,11787,6.0
1381,11788,2.0
1382,11789,3.8
1383,11790,10.0
1384,11791,5.8
1385,11792,5.5
1386,11793,2.5
1387,11794,6.0
1388,11795,3.8
1389,11796,5.0
1390,11797,4.5
1391,11798,4.0
1392,11799,5.5
1393,11800,6.0
1394,11801,5.5
1395,11802,5.8
1396,11803,3.5
1397,11804,2.0
1398,11805,6.3
1399,11806,4.0
1400,11807,3.0
1401,11808,6.0
1402,11809,6.0
1403,11810,5.0
1404,11811,2.3
1405,11812,3.8
1406,11813,6.5
1407,11814,3.5
1408,11815,4.8
1409,11816,2.5
1410,11817,10.0
1411,11818,3.5
1412,11819,4.0
1413,11820,10.0
1414,11821,5.5
1415,11822,6.0
1416,11823,2.5
1417,11824,10.0
1418,11825,10.0
1419,11826,8.1
1420,11827,1.5
1421,11828,5.5
1422,11829,5.0
1423,11830,10.0
1424,11831,4.3
1425,11832,2.0
1426,11833,4.0
1427,11834,6.3
1428,11835,2.8
1429,11836,5.8
1430,11837,6.0
1431,11838,6.8
1432,11839,4.0
1433,11840,6.8
1434,11841,3.3
1435,11842,10.0
1436,11843,2.5
1437,11844,10.0
1438,11845,10.0
1439,11846,5.5
1440,11847,2.8
1441,11848,2.5
1442,11849,10.0
1443,11850,3.8
1444,11851,5.5
1445,11852,6.5
1446,11853,10.0
1447,11854,6.0
1448,11855,5.8
1449,11856,2.0
1450,11857,3.0
1451,11858,5.0
1452,11859,5.75
1453,11860,9.0
1454,11861,5.0
1455,11862,3.8
1456,11863,6.0
1457,11864,2.5
1458,11865,5.5
1459,11866,2.0
1460,11867,5.0
1461,11868,6.0
1462,11869,5.5
1463,11870,6.0
1464,11871,6.5
1465,11872,4.0
1466,11873,5.5
1467,11874,6.0
1468,11875,6.0
1469,11876,4.0
1470,11877,5.5
1471,11878,10.0
1472,11879,6.3
1473,11880,2.3
1474,11881,6.0
1475,11882,4.3
1476,11883,6.0
1477,11884,2.0
1478,11885,2.5
1479,11886,5.5
1480,11887,3.5
1481,11888,2.3
1482,11889,5.0
1483,11890,10.0
1484,11891,6.0
1485,11892,2.3
