,Hardness
369,4.681959619203094
370,3.1664247234461715
371,4.772423083300955
372,5.107214632513642
373,5.116348083638027
374,4.350425519551699
375,5.431860291407833
376,3.706309266089992
377,5.156125999331403
378,5.237460739299914
379,5.300242196940157
380,5.302522640799676
381,5.245195888217867
382,5.140417715365166
383,3.703334856221358
384,5.0771833340470565
385,5.22381486038696
386,4.507085073346525
387,5.080689281963843
388,5.255626932405827
389,5.286288475966552
390,5.279955368805604
391,5.32009295570362
392,4.943068012359066
393,4.1568758176727005
394,5.25727755828038
395,5.411777266747068
396,5.303283380943872
397,5.134508906282736
398,5.203055253069554
399,5.375751124845792
400,5.107113147540826
401,2.646011590856345
402,2.065633217322893
403,4.926237726147933
404,4.402542068820768
405,4.585409346347911
406,4.979777470581503
407,4.946788017121912
408,2.664135241459933
409,5.3099225767440075
410,4.6928663885326785
411,4.587658779392589
412,5.248643884955763
413,5.185075827536988
414,2.38045468039458
415,2.716395453739233
416,5.229376132322333
417,5.117758949566262
418,5.276588138849325
419,4.046929648667225
420,4.832788170998596
421,3.179951121514824
422,5.111209070506834
423,5.587232416708096
424,5.290339795811521
425,5.209208113896807
426,5.067940836151357
427,5.2474482198881764
428,4.536967050021911
429,5.167929144600106
430,4.399983814457336
431,4.750253195420275
432,4.696659686405914
433,5.110462430406732
434,5.287060081719839
435,5.083548433501901
436,3.3552064420011134
437,3.8166179403738525
438,4.327087895094849
439,5.273691589746361
440,5.105793697334139
441,4.553655533815382
442,5.24346648206851
443,5.245344661955831
444,3.554841550966544
445,4.655006960403415
446,4.356001568927002
447,4.502866200842987
448,4.556418979140094
449,5.06357429640047
450,5.059776334304521
451,5.365001818122543
452,5.393769464959633
453,5.437697897044872
454,5.014450600018559
455,4.75058344258747
456,3.234261923294764
457,5.266337520157905
458,5.271108655997992
459,5.3984543073292155
460,3.2088247281241586
461,4.344135447588085
462,4.778974858798091
463,5.2140582451110475
464,5.204256134965908
465,4.245939179389643
466,4.511126160695463
467,5.356010266072616
468,5.384184150310132
469,4.9774138978960245
470,4.669343488025387
471,5.374112298318112
472,5.249586714520559
473,3.7899460112912378
474,5.431574521658614
475,3.9065055912384246
476,4.658191248073948
477,3.3227235091408884
478,5.316455497442071
479,2.5951911758557213
480,3.9333827500956486
481,5.296427181154343
482,5.241262022753528
483,4.86359522273991
484,4.266686252374791
485,5.246458043462898
486,2.0618552295086277
487,5.299923657688147
488,5.194591827837221
489,3.116124547136811
490,5.379285609338167
491,5.218985521159109
492,3.7397464560114306
493,4.536747197693428
494,5.035941762482873
495,4.9531402451215305
496,3.349987959615356
497,4.9709303462067504
498,4.862323401523747
499,4.544470625481178
500,4.305188487986063
501,5.323873003882284
502,3.0802290718497027
503,4.859147134042411
504,4.810820803846834
505,5.140635207927943
506,4.7349990959411254
507,4.426214339856367
508,4.309370297050663
509,4.402143233057897
510,5.378113810537091
511,5.453504014605443
512,4.591277920710619
513,5.205142045612593
514,4.673208850642574
515,3.798070794704839
516,5.101237918755359
517,5.28246658303936
518,5.177693527897532
519,5.332183824486164
520,4.285636265224982
521,2.1092448963519264
522,3.2163119092049772
523,4.77660436022249
524,2.1108346629513055
525,5.000454092085569
526,5.435493603918644
527,4.932601413271519
528,4.946598199626915
529,4.290149951342105
530,4.978635623510424
531,4.200898600175168
532,5.387353101113483
533,5.36148560459592
534,3.5933444342875136
535,4.884786951571439
536,5.421122148076666
537,4.563107816274737
538,5.411899983009514
539,5.181483272582168
540,4.668558795203984
541,5.334966167178774
542,3.4952881647774268
543,4.010598485791415
544,4.984338782998799
545,5.237725650536626
546,4.001533750764278
547,4.82803580337789
548,4.5854726732242685
549,5.412685571680104
550,5.381830569085635
551,5.396716931286845
552,4.8098948536256
553,4.086766961283594
554,5.358685633188074
555,4.053314422200432
556,4.317789656264282
557,5.184591290134375
558,5.214800553945308
559,5.036901527462673
560,4.7800248310524305
561,5.087062698602292
562,3.9667900163547527
563,4.843894984806932
564,5.039418743750559
565,5.349088865795492
566,5.321892956249318
567,4.866037451554794
568,2.502455731426104
569,5.855459812254606
570,4.933095726892681
571,5.208061313486658
572,3.8235986142884704
573,5.368721552532799
574,5.338695628832172
575,5.473738858390833
576,4.53242524171586
577,5.068375545228761
578,3.5222247000372158
579,5.299250067983755
580,5.225128351170791
581,4.872730078179721
582,4.278078211468401
583,4.103633397686494
584,3.918233306548931
585,4.610882277571435
586,4.363118570643177
587,4.959163706788813
588,4.848158036655081
589,5.268409874011606
590,5.56572818953027
591,4.389472712408265
592,4.704449677688354
593,5.321501521922664
594,5.202390066609593
595,2.701675341342673
596,5.108711708830915
597,4.865604171103589
598,3.5871635277777782
599,5.6757955663761255
600,5.241285939678786
601,5.037284626356868
602,4.464454228717386
603,5.145483899623063
604,5.274462342384828
605,5.075151468231063
606,4.911486591681852
607,5.555053757837287
608,5.304315341640122
609,5.285261608036343
610,5.241564327561512
611,4.685213826000275
612,3.9695774941621824
613,5.237975526756333
614,4.955230399717751
615,5.379159643429262
616,4.696030374675755
617,5.413557855569303
618,4.520326988985859
619,5.717955386100954
620,4.2287777791922805
621,5.1990932358335105
622,2.3318157967912123
623,3.9991652556082684
624,5.220424674928537
625,3.8303065794069555
626,5.287049336953842
627,3.6366733390775696
628,5.249881158425224
629,4.965485243137248
630,5.266856757081393
631,5.381372452199644
632,5.037798745718821
633,5.058001160121502
634,4.963287371156801
635,2.274768146579775
636,4.118494737643086
637,4.1640886583965395
638,5.0838011481919985
639,2.551755536693839
640,5.328417572117061
641,5.364885478956445
642,5.414892175812119
643,4.1834026574138985
644,5.05900064744802
645,2.3893574600910155
646,5.261257552979007
647,4.5534930525486494
648,5.393616190500381
649,5.326613874603007
650,5.201924678342603
651,5.179904707799183
652,5.341476147166745
653,4.117608744966896
654,5.541345466785653
655,5.204728349739193
656,5.2372992430572785
657,5.4389821468116795
658,5.402575289524584
659,5.276077109074389
660,4.397581788083633
661,5.054040766701415
662,5.329811975197419
663,5.348072438221735
664,5.347417632645087
665,3.4727639458050223
666,4.823165385413544
667,5.295398929792345
668,4.918529264064128
669,4.265684958570256
670,4.561961117656301
671,3.9853457222538653
672,5.139608378203123
673,4.0154590693794345
674,5.284550473461209
675,4.981044939225021
676,4.666715050949289
677,5.186281196627224
678,5.012009050729208
679,5.125169628997806
680,5.287207628437855
681,2.7070769742007723
682,4.5736731255866
683,5.208482725946819
684,3.0197953510972635
685,4.044474593360473
686,5.166143949732687
687,4.432332669129115
688,4.708598647395332
689,5.249001142869359
690,4.607590629238127
691,5.074513594741843
692,5.248734458137594
693,5.1430651965109515
694,5.0628310598790325
695,5.205575211098636
696,4.155671723200099
697,5.263197940434234
698,5.308406833489402
699,5.231121579072431
700,4.760061290185436
701,5.2676625068351015
702,5.291733655182103
703,4.968825354093227
704,4.93206006298594
705,4.733504686923455
706,4.935061562379608
707,4.549912874726569
708,4.983023480187628
709,5.334622227347927
710,5.304693215124761
711,5.519719055111249
712,5.182609433165807
713,4.632217513808434
714,5.403222124142831
715,4.990782921842986
716,4.369292559903029
717,5.225025741598503
718,4.938666706561858
719,3.900446984583511
720,5.206568920075739
721,5.185749910058846
722,5.467145483600678
723,4.599544185088287
724,4.638652676527868
725,4.0959729980892705
726,4.050567538688583
727,5.2335689363372655
728,5.078029864411127
729,4.855452932917932
730,5.1428132053541855
731,5.208551622991743
732,5.198421949867857
733,4.688419438599073
734,4.992229755920716
735,5.200350922398177
736,5.306718411265173
737,3.6140743601668075
738,4.462729512432464
739,4.854272984774972
740,5.112221932791488
741,3.4727632905318826
742,5.093311397769234
743,4.821201015386437
744,4.934348615887275
745,4.240568580615465
746,5.237219891761777
747,3.314174245808288
748,5.05798491624181
749,4.043645425862721
750,2.4023251981578517
751,5.020650534434304
752,4.719508202519563
753,4.107697897970505
754,4.7490598344389525
755,4.949139714924096
756,5.182133643472429
757,5.180556948557349
758,4.003065284082351
759,5.0429210082068305
760,5.22126478637427
761,5.132224198570022
762,5.240426546311108
763,4.307948580593585
764,4.897651008969845
765,5.145559012364954
766,4.419062782143829
767,5.24416542002273
768,4.983054978107936
769,5.116460029256866
770,5.095085897116165
771,6.967065396788394
772,3.976470975898434
773,5.311907091355836
774,5.364104685258766
775,5.003819424574175
776,5.225607488567912
777,5.218015095615474
778,5.090711122329331
779,5.864194111300048
780,5.18639366482401
781,5.166462022947753
782,4.049299857226513
783,4.363999273195728
784,4.622784611360334
785,4.5694923903950535
786,5.125475114836439
787,3.9533068340112347
788,5.176332777997366
789,5.284857354446691
790,4.915990414587602
791,4.240527690086968
792,4.2699956623308175
793,5.208181327544633
794,4.186673817916338
795,4.622061555498904
796,2.235326852947411
797,5.260329470690637
798,5.220057273087661
799,5.026875604707258
800,5.05542743205609
801,5.205457977880425
802,5.536561613912422
803,5.206758742649012
804,4.898855789182031
805,5.549838351178435
806,2.817773346787633
807,4.2873579343995685
808,5.212465893001831
809,4.3224181246529785
810,5.4480208430418395
811,5.296155975898454
812,3.491171555508307
813,1.8454092765408863
814,4.063630866363774
815,5.08568018315618
816,4.177772194685125
817,4.3265617131484335
818,4.171909626592349
819,4.965113683372255
820,4.7459348288735255
821,5.308489335508028
822,5.115390288276922
823,5.410236809010833
824,5.2612987314584885
825,2.948185815795284
826,4.543387076007934
827,4.481307801764766
828,4.392949593362092
829,5.37887995127546
830,5.288368464216575
831,2.6942724301828544
832,5.6035660533888
833,5.266217445675844
834,4.183360923606992
835,3.779903565190364
836,5.156061249619587
837,5.328289260964093
838,4.745538162504367
839,4.628808274019697
840,2.3430596088223554
841,5.238798967963607
842,2.754642604927619
843,5.059653830463288
844,4.477802692602983
845,5.389811892796261
846,5.535421623207301
847,5.2241963874345565
848,5.211273612351357
849,5.142884362274179
850,5.4942818730276315
851,3.0483279711593654
852,5.236324238568354
853,3.969110579785291
854,5.526812784340274
855,5.101244321485138
856,4.1228328341520974
857,5.4094358435724175
858,5.217902869463883
859,4.879164775284254
860,2.6548141357137784
861,5.228805831395877
862,5.244443258790636
863,4.575417781845058
864,5.007208211057673
865,3.9527651267970842
866,3.530184663670175
867,4.700265534044766
868,5.222358312535446
869,3.9114807349911205
870,4.264608672585523
871,4.41576766097255
872,5.293858925449911
873,4.340663302425074
874,5.385373217293639
875,4.971095541615862
876,4.88124684855626
877,5.16783819033852
878,5.056679225069145
879,4.959081579793683
880,5.187784975959775
881,5.2480489045266
882,4.851833195148888
883,5.264610043346226
884,4.0637686835631035
885,4.504033447846028
886,5.205032792286228
887,4.650987931890187
888,5.276062211300985
889,5.423744770497359
890,5.042435267486873
891,5.47556934776337
892,4.700875910952254
893,2.43984398920742
894,3.4931273415285764
895,5.066383217082001
896,4.554338852003826
897,5.093396159333119
898,4.378860825549133
899,5.340402023275022
900,5.378727165556649
901,5.326477694901874
902,3.1907019337823868
903,4.928618919530958
904,4.041782990284858
905,1.994040154483623
906,4.8800289140661715
907,5.199089998941386
908,5.273960641089472
909,3.438476960843217
910,5.221950089019857
911,5.54253798880557
912,2.8401657704263714
913,5.192247151701709
914,5.274309741911348
915,5.339338162472551
916,4.040335535367133
917,2.3133648231017463
918,5.180331846676612
919,5.463451418197673
920,3.0933571955273926
921,4.950744732334906
922,2.7382078599486133
923,5.302998216404234
924,5.258551039058039
925,5.30613287844344
926,5.441520097519428
927,5.110683850144153
928,4.897804568725248
929,3.2548604737373257
930,3.982958360140141
931,4.316066487597778
932,5.114391871933805
933,5.34920046858011
934,5.275424013800633
935,5.092890609022479
936,3.201879193862021
937,5.220001728456345
938,5.269676579821045
939,5.195347501689611
940,5.094988856552952
941,4.996772103163653
942,4.05581536325202
943,4.894228596599138
944,4.213146903865755
945,3.7434442876068053
946,2.768130021776437
947,2.4327742137131407
948,3.8743656057377915
949,4.938209823270889
950,4.845742208659516
951,4.996137574876113
952,5.278343984902174
953,3.8707945434652142
954,5.130493244241711
955,4.377607767256231
956,5.205511058975257
957,4.0031474474043565
958,4.233983122562417
959,5.212061353854047
960,5.012909201315317
961,4.101800354794859
962,5.216721549811105
963,4.28336284593431
964,4.04573553185929
965,5.139986590459106
966,4.038786994528504
967,5.163732375394
968,5.410594514246261
969,5.242312890009346
970,5.318727784814088
971,4.13813657669991
972,4.589145903038915
973,4.882019257671721
974,4.092010824756831
975,3.8033666749398707
976,4.708603959430663
977,4.370776501775107
978,4.439422162571083
979,5.094734535488941
980,5.3086515439967705
981,5.245198275533223
982,4.898940355001419
983,4.090783763880908
984,4.477663446435138
985,5.014736502421234
986,5.037462695513783
987,4.925310856839703
988,4.765766993675663
989,4.393684320973682
990,5.513194736308902
991,4.775764750404445
992,5.6609034357736565
993,5.379163824656311
994,4.916259020474211
995,5.329369565877677
996,5.071415761524809
997,5.1818343057593514
998,4.525966952942292
999,5.06477693618441
1000,5.2277439762424835
1001,4.9123139652182
1002,2.2265869622367997
1003,3.7702566696817184
1004,2.917899281285957
1005,4.8919946592790415
1006,4.333838665613355
1007,4.9369565993784645
1008,5.268786138960623
1009,5.001197695906941
1010,5.226207140827492
1011,5.078112332828099
1012,4.389402600301024
1013,5.167837486420284
1014,5.236461044866285
1015,4.911283814164772
1016,5.097294619509418
1017,5.030807346067935
1018,3.4029795713156474
1019,5.074605472865624
1020,4.52889021499736
1021,2.6878764292409594
1022,4.943057236487636
1023,5.1595513178914665
1024,3.4085704960535583
1025,5.479487182821973
1026,4.335282829158059
1027,3.205710912582966
1028,4.394801375482896
1029,2.561120971561409
1030,5.095222565332324
1031,4.556661945195859
1032,4.874937201392132
1033,3.989572801641878
1034,2.2965050472661233
1035,2.732602740973433
1036,2.7981720411551483
1037,5.306087511885058
1038,4.522812933816206
1039,4.966998325053153
1040,5.312817730348559
1041,5.440516825691546
1042,4.660604196202154
1043,4.56735787658634
1044,4.74420362317432
1045,4.796870488436336
1046,3.8689656376789126
1047,4.858758528713878
1048,4.970324263195865
1049,1.5877178402361798
1050,5.1178009631426615
1051,5.280194791165989
1052,2.192359194367545
1053,4.307613760019315
1054,2.7993685317939483
1055,5.307255512101914
1056,3.6742985914180424
1057,4.493079500645528
1058,5.202756134235425
1059,5.0670120704786985
1060,5.1233464288825905
1061,4.526779196006528
1062,5.355169514542702
1063,5.231869489293576
1064,3.951389296496475
1065,4.146444179593936
1066,5.048049624092856
1067,5.130314363982738
1068,5.310770983689251
1069,3.6193511775950737
1070,5.141358318577447
1071,4.851936988416797
1072,4.3400939070665085
1073,5.194768304990947
1074,5.288811723820675
1075,3.898629170009655
1076,5.326257691284635
1077,3.8086820723279002
1078,3.2505412170904435
1079,4.98636646577641
1080,5.103443346983564
1081,5.1525793204659145
1082,4.839402517669662
1083,4.158735506059185
1084,5.3119244730779265
1085,3.102318091628776
1086,5.1082416794833305
1087,4.985668848222806
1088,5.330498612489574
1089,4.70455085627229
1090,5.359574064691702
1091,5.251005349796009
1092,2.26410111481513
1093,4.959392085379353
1094,5.000273524283115
1095,4.662846977861067
1096,4.90760855108312
1097,5.298361145512444
1098,3.9480024758898624
1099,5.233359114167636
1100,5.104877727343348
1101,5.015378861591399
1102,5.334327582343894
1103,5.186500318363109
1104,5.180768541934713
1105,2.9057095007530096
1106,2.528643595288826
1107,5.197791724058952
1108,5.19164344011433
1109,4.810333880087913
1110,4.0748849445533235
1111,4.5553418648695665
1112,5.221710710231759
1113,5.417682884278387
1114,2.2118450707518518
1115,5.340066653825051
1116,5.181067454237237
1117,5.106073275250838
1118,5.280164385443131
1119,5.252215364340688
1120,5.106963491918087
1121,5.348922710204548
1122,5.407751944223218
1123,2.915294844917133
1124,4.5611663734564045
1125,4.0616296585718406
1126,4.607947542187369
1127,5.306765842322376
1128,4.628412126129398
1129,5.086283274610169
1130,4.227008171163225
1131,5.134125564289681
1132,5.565307884466836
1133,3.247956085777978
1134,4.705405195580796
1135,4.005482240376395
1136,5.230558342842473
1137,4.341350167906639
1138,5.217139816972806
1139,5.207903582933508
1140,5.343077351019389
1141,4.997588432849353
1142,5.45466603690185
1143,5.101578649795627
1144,3.0460751623032483
1145,5.077688432118952
1146,5.189695995070227
1147,5.284426188215853
1148,4.553951050877505
1149,5.063695244537604
1150,5.0300304056613125
1151,5.159368909482817
1152,5.312668420414518
1153,5.444872423798188
1154,5.355411233067446
1155,5.549436395548517
1156,5.0488677371278285
1157,5.303265528283454
1158,4.808372895895104
1159,5.155764790694396
1160,4.4977543434884355
1161,5.45846812124705
1162,5.205418106440676
1163,5.655875924280149
1164,4.858685184496525
1165,4.209821889147235
1166,5.2402022025068895
1167,4.154710610183699
1168,0.9247878039799167
1169,4.218902974150651
1170,5.044835733876455
1171,4.815139414323379
1172,4.75165820009527
1173,3.758884847862889
1174,3.6564725029307104
1175,4.853673368613453
1176,4.08073596784605
1177,5.563378178035958
1178,3.406071123016571
1179,5.269963797928083
1180,4.464804309250753
1181,3.60922897758409
1182,4.8293625913066
1183,5.249858870883893
1184,5.232215466407427
1185,5.095926562356247
1186,4.82827359744706
1187,5.363141463137323
1188,5.056446319898557
1189,4.316078814427523
1190,5.057144700697496
1191,4.832910465280978
1192,3.419275753583501
1193,4.319904827045746
1194,4.35786782072706
1195,3.07808951484645
1196,4.1079787504777405
1197,3.7508016462488794
1198,5.243737782014547
1199,5.0488792687776805
1200,5.132954243557204
1201,5.196650127361567
1202,3.0571152928144687
1203,5.347168464878367
1204,5.098262074321717
1205,4.790191033428698
1206,5.192424712778901
1207,4.087216049303341
1208,5.209821603102241
1209,3.9215618097340843
1210,4.920940504091438
1211,3.978050897264965
1212,5.347646409736868
1213,5.273930206290151
1214,4.6767401669550885
1215,5.250146692440717
1216,5.280886730377613
1217,5.105906685205108
1218,4.828572243451736
1219,5.218211728925581
1220,3.5045064847377327
1221,4.238769488903122
1222,5.222508440887521
1223,4.38106328925157
1224,4.444660080899707
1225,1.9022609985491439
1226,5.011437352247689
1227,5.228193019152659
1228,5.228285516804833
1229,4.931848652468474
1230,5.214678733701904
1231,4.500104437681188
1232,4.610064336114905
1233,3.6470557011961593
1234,5.018114690278612
1235,5.11121340537087
1236,4.053632078367611
1237,5.419152298993738
1238,3.728810238625161
1239,5.1143344143217275
1240,5.182991707089988
1241,4.442066904392408
1242,5.044788189704209
1243,5.235005127881143
1244,4.678198113154779
1245,5.27275353235906
1246,5.530981121904508
1247,4.214800620380782
1248,4.490362030704408
1249,3.3667060349592495
1250,5.207839949486828
1251,5.270512948515949
1252,5.426231842251903
1253,5.24845190000234
1254,4.736643586332094
1255,4.963125063518601
1256,5.383870017412379
1257,2.624785344210598
1258,4.184403524413973
1259,5.279486410121589
1260,5.268097765862027
1261,5.143508306744889
1262,4.079368151332121
1263,5.276355737171611
1264,5.001139584487882
1265,4.955637809713523
1266,5.431972284583475
1267,4.346446835073717
1268,5.33981463828707
1269,5.0087191728495455
1270,5.1193228849666
1271,5.251992152008365
1272,3.227982780159079
1273,5.338463874641558
1274,4.561749729973106
1275,3.376160588107632
1276,4.4492697504513705
1277,3.553067161202655
1278,2.6302394040278654
1279,4.410018999990628
1280,5.238222734073566
1281,4.502151904217848
1282,3.190581365007577
1283,5.367722092928977
1284,2.490546649916021
1285,2.9917154984464984
1286,2.4402773341743247
1287,5.339331608113273
1288,5.202560759619077
1289,5.169125612179507
1290,4.746334836080971
1291,4.023444126256446
1292,2.195371881953694
1293,5.271641670035618
1294,4.693963181015319
1295,5.195134607423871
1296,5.197716014843415
1297,5.1242380177602715
1298,4.370647610630721
1299,5.118990778787804
1300,5.482035713298586
1301,5.321712204907243
1302,2.7566320408976304
1303,5.3404289465499755
1304,5.123618928068952
1305,4.9540735667701945
1306,2.9311173546404747
1307,5.292189626564303
1308,5.011133087176871
1309,5.1508680572510315
1310,5.32601557483193
1311,3.7573955513756596
1312,4.336304119853171
1313,4.996878478817494
1314,5.238769913442422
1315,5.1194770440571284
1316,5.484604315595748
1317,5.099992593661346
1318,5.899066020182712
1319,4.260959402446099
1320,5.279066624162001
1321,5.067305685250804
1322,5.276275612614825
1323,4.307627963315852
1324,4.8873582614643025
1325,4.617134518565981
1326,5.40076009289527
1327,4.692050693612714
1328,5.16053864282577
1329,3.173635680111527
1330,5.120696259210778
1331,4.674408379135023
1332,4.347246869590351
1333,4.026669442430744
1334,5.073780787146552
1335,5.2984323590284355
1336,4.991201437211502
1337,2.168660023435014
1338,4.024015084536098
1339,5.209589728539056
